ds,Close,yhat_scaled
2018-04-21,8823.360352,8473.509507233186
2018-04-22,8968.25,8532.955411132007
2018-04-23,9655.769531,8623.045610497644
2018-04-24,8873.620117,8634.12829776805
2018-04-25,9282.120117,8743.888116462229
2018-04-26,8938.469727,8828.322394874425
2018-04-27,9351.469727,8970.896765315487
2018-04-28,9407.040039,9083.491036573174
2018-04-29,9248.450195,9147.216265743471
2018-04-30,9077.280273,9243.791777663531
2018-05-01,9232.19043,9255.672273035247
2018-05-02,9745.040039,9373.33335885016
2018-05-03,9699.610352,9296.219061599273
2018-05-04,9845.900391,9279.032960986533
2018-05-05,9644.919922,9229.078589872739
2018-05-06,9377.80957,9129.209913095874
2018-05-07,9196.129883,9062.18854997704
2018-05-08,9321.160156,8913.116893037628
2018-05-09,9032.219727,8866.544338923368
2018-05-10,8421.0,8793.599388651888
2018-05-11,8486.669922,8777.342490783862
2018-05-12,8709.459961,8730.089008010276
2018-05-13,8672.900391,8635.619941690797
2018-05-14,8480.160156,8572.222233217664
2018-05-15,8344.780273,8431.2104528467
2018-05-16,8071.040039,8387.155945319695
2018-05-17,8247.910156,8318.154920731684
2018-05-18,8249.240234,8302.776989590646
2018-05-19,8533.0,8258.07836914163
2018-05-20,8419.650391,8168.716975005697
2018-05-21,7992.75,8108.746997067998
2018-05-22,7505.77002,7975.359315376405
2018-05-23,7584.740234000001,7933.686707516053
2018-05-24,7475.359863,7868.416368542156
2018-05-25,7355.060059,7853.869877612631
2018-05-26,7362.22998,7811.588010548034
2018-05-27,7118.879883,7727.058156038428
2018-05-28,7474.75,7670.330608642058
2018-05-29,7393.02002,7544.154838737697
2018-05-30,7502.149901999999,7504.735374833803
2018-05-31,7530.549805,7442.994040039459
2018-06-01,7643.259765999999,7429.234062463471
2018-06-02,7719.75,7389.238252510477
2018-06-03,7503.200195,7309.278680452069
2018-06-04,7629.399901999999,7255.6182259289735
2018-06-05,7661.790039,7136.264411536992
2018-06-06,7700.109863,7098.976242962561
2018-06-07,7627.52002,7040.573083412766
2018-06-08,7513.689941,7027.55706917128
2018-06-09,6773.720215,6989.723717392756
2018-06-10,6887.370117,6914.087327403634
2018-06-11,6556.939941,6863.328138438573
2018-06-12,6310.430176,6750.427437680275
2018-06-13,6643.259765999999,6715.155332927033
2018-06-14,6396.709961,6659.90986162414
2018-06-15,6503.100098,6647.597585254116
2018-06-16,6457.779785,6611.8097722987395
2018-06-17,6714.819823999999,6540.262820989812
2018-06-18,6741.279785,6526.802091741983
2018-06-19,6761.27002,6453.603726492651
2018-06-20,6720.640137,6454.0514788036935
2018-06-21,6051.470215,6435.022264365618
2018-06-22,6166.540039,6457.311906258698
2018-06-23,6157.779785,6456.7316026686585
2018-06-24,6260.350098,6420.855925981183
2018-06-25,6088.390136999999,6407.640951976997
2018-06-26,6141.569824,6335.778984018353
2018-06-27,5871.279785,6336.21856162538
2018-06-28,6203.799805,6317.536767386149
2018-06-29,6385.379883,6339.419462799735
2018-06-30,6339.040039,6397.818215358367
2018-07-01,6615.660156,6421.456212393528
2018-07-02,6509.580078,6467.853981498444
2018-07-03,6590.060059,6454.810478914351
2018-07-04,6534.810059,6515.309691104737
2018-07-05,6602.02002,6556.5311752058315
2018-07-06,6758.080078,6640.446457133266
2018-07-07,6707.379883,6701.618271335624
2018-07-08,6668.839844,6726.378717396384
2018-07-09,6306.850098,6774.979682087075
2018-07-10,6394.359863000001,6761.3168094800685
2018-07-11,6253.600098,6824.688870372808
2018-07-12,6229.830078,6867.867801881098
2018-07-13,6268.75,6955.767845437199
2018-07-14,6364.259765999999,7019.8444494715095
2018-07-15,6740.549805,7045.780693065104
2018-07-16,7326.700195,7096.6895224259715
2018-07-17,7383.390137,7082.3779170681555
2018-07-18,7477.5,7148.759200074489
2018-07-19,7333.930176000001,7193.98848301065
2018-07-20,7405.399901999999,7286.062459860624
2018-07-21,7398.640137,7353.181741237445
2018-07-22,7718.0,7380.349567277065
2018-07-23,8395.820313,7355.2427117653315
2018-07-24,8170.22998,7262.960657674945
2018-07-25,7937.25,7253.684378817387
2018-07-26,8182.890137,7222.5592973161565
2018-07-27,8230.870117,7237.818019614861
2018-07-28,8216.780273,7227.422797884723
2018-07-29,8176.060059,7177.587330707267
2018-07-30,7735.299805,7153.170242276362
2018-07-31,7610.899901999999,7063.423476726502
2018-08-01,7542.339844,7054.402047457185
2018-08-02,7417.600098000001,7024.132073303043
2018-08-03,7017.890137,7038.9715888105375
2018-08-04,7042.390137,7028.861962120171
2018-08-05,6945.779785,6980.395641899856
2018-08-06,6723.209961,6956.649374773177
2018-08-07,6285.02002,6869.3682493118795
2018-08-08,6543.240234000001,6860.594672400911
2018-08-09,6153.410156,6831.156317239154
2018-08-10,6242.540039,6845.5881473167465
2018-08-11,6322.919922,6835.756264949849
2018-08-12,6263.200195,6788.621472166816
2018-08-13,6199.600098,6765.527592225086
2018-08-14,6274.220215,6680.6443631335
2018-08-15,6323.810059,6694.732098304438
2018-08-16,6591.160156,6688.605019523981
2018-08-17,6405.709961,6725.4597854766525
2018-08-18,6502.180176,6738.568825488646
2018-08-19,6269.899902,6714.792225021988
2018-08-20,6491.109863000001,6714.6370296993355
2018-08-21,6366.129883,6652.871128410922
2018-08-22,6538.950195,6666.900297079285
2018-08-23,6708.959961,6660.79869021262
2018-08-24,6749.560059,6697.500240994735
2018-08-25,6720.600098000001,6710.554783202982
2018-08-26,6915.72998,6686.877028456793
2018-08-27,7091.379883,6686.7224917635085
2018-08-28,7052.0,6625.213381126055
2018-08-29,6998.759765999999,6639.184240169672
2018-08-30,7026.959961,6633.108012619449
2018-08-31,7203.459961,6669.65699888792
2018-09-01,7301.259765999999,6682.657283417652
2018-09-02,7270.049805,6659.077976564537
2018-09-03,7369.859863,6658.924082319681
2018-09-04,6705.029785,6597.670680730012
2018-09-05,6515.419922,6611.58345935233
2018-09-06,6411.779785,6605.532492228488
2018-09-07,6200.160156,6641.929535046796
2018-09-08,6249.069824,6654.875774080707
2018-09-09,6324.430176,6631.394492415112
2018-09-10,6295.540039,6631.241237947922
2018-09-11,6337.109863000001,6570.242482358524
2018-09-12,6492.0,6584.097422014563
2018-09-13,6486.009765999999,6578.0716103030845
2018-09-14,6522.080078,6614.317341338991
2018-09-15,6502.439941,6627.209759558145
2018-09-16,6261.47998,6603.826095564326
2018-09-17,6346.439941,6603.673478214941
2018-09-18,6398.799805,6542.92830999751
2018-09-19,6505.899902,6556.725651138615
2018-09-20,6762.060059,6550.724890261981
2018-09-21,6716.600098000001,6586.81993855722
2018-09-22,6702.700195,6599.658759708155
2018-09-23,6583.529785,6576.372307564702
2018-09-24,6437.740234000001,6576.220324684601
2018-09-25,6462.600098,6515.727689611715
2018-09-26,6686.129883,6529.467671689509
2018-09-27,6635.379883,6523.49185750511
2018-09-28,6603.75,6559.436849486034
2018-09-29,6623.709961,6572.222296385643
2018-09-30,6594.97998,6549.032651958157
2018-10-01,6525.470215,6548.881300909597
2018-10-02,6492.259765999999,6488.640149136662
2018-10-03,6579.790039,6502.323010607529
2018-10-04,6632.870117,6496.3720394055035
2018-10-05,6589.939941,6532.1675988946145
2018-10-06,6601.149902,6544.89989343317
2018-10-07,6650.069824,6521.8066542671995
2018-10-08,6631.790039,6521.655932423483
2018-10-09,6581.069824,6461.66521847036
2018-10-10,6209.470215,6475.291196799207
2018-10-11,6250.850098,6469.364965301025
2018-10-12,6267.27002,6505.011713527124
2018-10-13,6277.72998,6517.691076672629
2018-10-14,6612.359863000001,6494.693841986991
2018-10-15,6583.049805,6494.543746732413
2018-10-16,6574.52002,6434.80242946518
2018-10-17,6488.720215,6448.371761129562
2018-10-18,6469.279785,6442.470166486065
2018-10-19,6490.560059,6477.96872209554
2018-10-20,6509.870117,6490.595373897273
2018-10-21,6483.22998,6467.693744576716
2018-10-22,6470.220215,6467.544273306407
2018-10-23,6476.25,6408.051315919566
2018-10-24,6462.77002,6421.564236414278
2018-10-25,6457.209961,6415.687176203585
2018-10-26,6470.169922,6451.0381552709105
2018-10-27,6470.740234000001,6463.61231486329
2018-10-29,6313.910156,6440.657043572008
2018-10-30,6309.109863000001,6381.411413570221
2018-10-31,6342.609863000001,6394.868157410801
2018-11-01,6381.299805,6389.015529637206
2018-11-02,6394.660156,6424.219545675733
2018-11-03,6376.319824,6436.741431282308
2018-11-04,6467.049805,6414.029821976972
2018-11-05,6433.740234000001,6413.881590903573
2018-11-06,6479.720215,6354.882260083905
2018-11-07,6529.680176,6368.283060810987
2018-11-08,6446.060059,6362.454763902487
2018-11-09,6378.779785,6397.512427874988
2018-11-10,,6409.982256811937
2018-11-11,,6387.365065454394
2018-11-12,,6387.217450615388
2018-11-13,,6328.463395049282
2018-11-14,,6341.808485232689
2018-11-15,,6336.004418039677
2018-11-16,,6370.916338368987
